,NAME,DATE_x,HOUR,VMAX,LAT,LON,MSLP,ID,DELV12,DELV24,DELV36,DELV48,PER,SHRD,D200,RHLO,PX30,SDBT,POT,RHCN,TPW,PC2,SHRD2,SHRG,DIVC,U200,EPSS,ENSS,TPWC,RSST,DATEs,MONTH_x,YEAR_x,DAY,TAR,DATETIME,KEY,storm name,landfall date,damage ranke,current damage($ 2020),base damage,State,category,winds(MPH),MONTH_y,DATE_y,Year,MONTHINT,intDay,intDate,GDP,population,LatInt,LonInt,grid_Lat,grid_Lon,GDPMER,popgpw,is_land,avg_GDPMER
65,GEOR,980925,18,90,24.6,-82.4,975.0,AL071998,0.0,0.0,5.0,5.0,5.0,15.4,31,68,92.0,9.800000146,-48,0,0,-98.0,16.2,24.0,26.0,-5.9,5.8,2.0,64.4,29.3,19980925,09,1998,25,0,1998-01-25 18:09:00,GEOR-1998,Georges,"Sep 25,1998",119,1200000000.0,680000000.0,FL,2,105,Sep,25,1998,09,25,25,588868.1,15486559,25,-82,25.0,-82.0,0.770742886,19100.24,False,7.494616574333333
66,GEOR,980928,0,95,29.3,-88.5,961.0,AL071998,-5.0,-45.0,-65.0,-65.0,0.0,12.3,75,64,81.0,12.20000018,-23,0,0,-45.0,15.3,17.8,75.0,11.9,3.0,3.5,68.8,27.8,19980928,09,1998,28,0,1998-01-28 00:09:00,GEOR-1998,Georges,"Sep 28,1998",75,3660000000.0,1630000000.0,MS,2,105,Sep,28,1998,09,28,28,85301.7,2804834,29,-88,30.0,-89.0,14.49828651,602276.9,False,7.494616574333333
67,GEOR,980928,6,90,29.8,-88.7,964.0,AL071998,-25.0,-50.0,-60.0,-60.0,-5.0,13.4,61,62,62.0,15.40000023,-23,0,133,-52.0,19.7,22.9,74.0,13.8,1.4,3.9,70.4,27.7,19980928,09,1998,28,0,1998-01-28 06:09:00,GEOR-1998,Georges,"Sep 28,1998",75,3660000000.0,1630000000.0,MS,2,105,Sep,28,1998,09,28,28,85301.7,2804834,30,-89,30.0,-89.0,14.49828651,602276.9,False,7.494616574333333
68,GEOR,980928,12,90,30.4,-88.9,965.0,AL071998,-40.0,-60.0,-60.0,-65.0,-5.0,15.8,68,66,66.0,16.00000024,-18,0,193,-45.0,19.4,26.1,80.0,17.8,1.2,4.3,68.5,27.5,19980928,09,1998,28,0,1998-01-28 12:09:00,GEOR-1998,Georges,"Sep 28,1998",75,3660000000.0,1630000000.0,MS,2,105,Sep,28,1998,09,28,28,85301.7,2804834,30,-89,30.0,-89.0,14.49828651,602276.9,True,7.494616574333333
69,BRET,990822,0,120,24.7,-95.1,954.0,AL031999,5.0,-20.0,-60.0,-90.0,40.0,11.5,40,66,99.0,7.500000112,-22,0,0,-106.0,12.6,13.6,45.0,7.8,6.6,4.3,61.9,29.7,19990822,08,1999,22,0,1999-01-22 00:08:00,BRET-1999,Bret,"Aug 22,1999",195,120000000.0,60000000.0,TX,3,115,Aug,22,1999,08,22,22,963961.7,20558220,25,-95,25.0,-98.0,2.9685131160000005,159291.6,False,0.7475137020000001
70,BRET,990822,6,125,25.5,-95.5,950.0,AL031999,-5.0,-45.0,-90.0,-95.0,35.0,15.4,19,66,89.0,13.90000021,-20,0,0,-67.0,17.3,19.2,25.0,10.9,4.8,3.7,65.5,29.5,19990822,08,1999,22,0,1999-01-22 06:08:00,BRET-1999,Bret,"Aug 22,1999",195,120000000.0,60000000.0,TX,3,115,Aug,22,1999,08,22,22,963961.7,20558220,26,-96,27.0,-97.0,0.007180564,238.5211,False,0.7475137020000001
71,BRET,990822,12,125,26.2,-96.1,944.0,AL031999,-25.0,-65.0,-95.0,-100.0,5.0,18.1,7,68,89.0,14.30000021,-23,0,106,-84.0,19.6,22.4,8.0,13.0,3.1,4.1,65.8,29.2,19990822,08,1999,22,0,1999-01-22 12:08:00,BRET-1999,Bret,"Aug 22,1999",195,120000000.0,60000000.0,TX,3,115,Aug,22,1999,08,22,22,963961.7,20558220,26,-96,27.0,-97.0,0.007180564,238.5211,False,0.7475137020000001
72,BRET,990822,18,120,26.6,-96.8,946.0,AL031999,-40.0,-85.0,-90.0,-95.0,-5.0,13.6,22,67,82.0,14.70000022,-4,0,138,-58.0,17.9,20.3,18.0,12.5,7.0,5.8,64.5,28.9,19990822,08,1999,22,0,1999-01-22 18:08:00,BRET-1999,Bret,"Aug 22,1999",195,120000000.0,60000000.0,TX,3,115,Aug,22,1999,08,22,22,963961.7,20558220,27,-97,27.0,-97.0,0.007180564,238.5211,False,0.7475137020000001
73,DENN,990904,0,50,33.1,-74.0,987.0,AL051999,5.0,0.0,-20.0,-25.0,5.0,20.3,-8,67,28.0,19.70000029,-53,0,44,76.0,17.9,22.4,-47.0,13.9,0.6,4.6,58.9,27.0,19990904,09,1999,04,0,1999-01-04 00:09:00,DENN-1999,Dennis,"Sep 04,1999",157,390000000.0,157000000.0,NC,TS,70,Sep,04,1999,09,4,4,345598.8,7949361,33,-74,34.0,-77.0,2.58121738,78643.99,False,1.5747897439999998
74,DENN,990904,6,55,33.3,-74.5,986.0,AL051999,5.0,-20.0,-30.0,-35.0,5.0,20.2,-12,68,33.0,23.40000035,-47,0,343,90.0,20.9,22.1,-51.0,13.0,0.0,5.6,59.8,27.0,19990904,09,1999,04,0,1999-01-04 06:09:00,DENN-1999,Dennis,"Sep 04,1999",157,390000000.0,157000000.0,NC,TS,70,Sep,04,1999,09,4,4,345598.8,7949361,33,-74,34.0,-77.0,2.58121738,78643.99,False,1.5747897439999998
75,DENN,990904,12,55,33.9,-75.3,986.0,AL051999,-5.0,-25.0,-30.0,-35.0,5.0,9.7,44,66,53.0,19.30000029,-43,0,509,16.0,13.2,19.1,23.0,7.6,0.0,6.9,58.3,26.9,19990904,09,1999,04,0,1999-01-04 12:09:00,DENN-1999,Dennis,"Sep 04,1999",157,390000000.0,157000000.0,NC,TS,70,Sep,04,1999,09,4,4,345598.8,7949361,34,-75,35.0,-76.0,0.568362108,16722.21,False,1.5747897439999998
76,DENN,990904,18,60,34.5,-76.0,986.0,AL051999,-25.0,-35.0,-40.0,-40.0,5.0,14.4,21,64,60.0,16.70000025,-38,0,598,-3.0,13.6,18.1,7.0,9.2,1.0,5.3,60.1,26.6,19990904,09,1999,04,0,1999-01-04 18:09:00,DENN-1999,Dennis,"Sep 04,1999",157,390000000.0,157000000.0,NC,TS,70,Sep,04,1999,09,4,4,345598.8,7949361,34,-76,35.0,-76.0,0.568362108,16722.21,False,1.5747897439999998
77,BARR,010805,0,35,27.3,-87.3,1003.0,AL032001,15.0,25.0,-10.0,-20.0,5.0,8.4,27,70,55.0,18.40000027,-96,0,0,17.0,10.5,15.5,12.0,6.0,6.8,2.8,61.7,29.0,20010805,08,2001,05,0,2001-01-05 00:08:00,BARR-2001,Barry,"Aug 05,2001",208,67000000.0,30000000.0,FL,TS,70,Aug,05,2001,08,5,5,658349.1,16356966,27,-87,28.0,-90.0,0.002033526,74.61644,False,0.002033526
78,GABR,010914,0,45,25.4,-84.1,997.0,AL082001,15.0,-5.0,-5.0,5.0,10.0,21.8,55,72,45.0,25.50000038,-112,0,15,37.0,23.5,31.4,23.0,15.9,5.8,2.6,60.7,29.9,20010914,09,2001,14,0,2001-01-14 00:09:00,GABR-2001,Gabrielle,"Sep 14,2001",149,570000000.0,230000000.0,FL,TS,70,Sep,14,2001,09,14,14,658349.1,16356966,25,-84,26.0,-83.0,4.585048841,149288.6,False,23.761850077333335
79,GABR,010914,6,50,25.8,-83.6,992.0,AL082001,-5.0,-10.0,-5.0,0.0,10.0,22.3,65,70,45.0,28.20000042,-115,0,339,7.0,21.9,26.2,30.0,17.2,4.0,2.8,58.2,30.0,20010914,09,2001,14,0,2001-01-14 06:09:00,GABR-2001,Gabrielle,"Sep 14,2001",149,570000000.0,230000000.0,FL,TS,70,Sep,14,2001,09,14,14,658349.1,16356966,26,-84,26.0,-83.0,4.585048841,149288.6,False,23.761850077333335
80,GABR,010914,12,60,27.1,-82.6,983.0,AL082001,-20.0,-20.0,-10.0,-5.0,15.0,26.4,72,67,69.0,11.30000017,-112,0,164,-40.0,23.3,26.8,50.0,18.1,2.3,3.3,58.1,30.0,20010914,09,2001,14,0,2001-01-14 12:09:00,GABR-2001,Gabrielle,"Sep 14,2001",149,570000000.0,230000000.0,FL,TS,70,Sep,14,2001,09,14,14,658349.1,16356966,27,-83,27.0,-83.0,62.11545255,1869742.0,False,23.761850077333335
81,GUST,020910,0,45,32.1,-75.5,996.0,AL082002,5.0,10.0,25.0,35.0,5.0,7.6,17,68,60.0,22.70000034,-90,0,0,-17.0,10.4,13.0,5.0,-1.9,3.2,3.6,59.3,28.4,20020910,09,2002,10,0,2002-01-10 00:09:00,GUST-2002,Gustav,"Sep 10,2002",247,0.0,100000.0,NC,TS,65,Sep,10,2002,09,10,10,365828.8,8326201,32,-76,33.0,-78.0,0.132955705,3956.07,False,1.3570865425
82,GUST,020910,6,50,33.0,-75.5,990.0,AL082002,5.0,10.0,35.0,25.0,10.0,3.6,21,64,59.0,21.20000032,-88,0,0,42.0,9.6,12.1,40.0,-1.5,1.0,4.3,59.6,28.3,20020910,09,2002,10,0,2002-01-10 06:09:00,GUST-2002,Gustav,"Sep 10,2002",247,0.0,100000.0,NC,TS,65,Sep,10,2002,09,10,10,365828.8,8326201,33,-76,34.0,-77.0,2.58121738,78643.99,False,1.3570865425
83,BILL,030630,0,45,25.9,-91.3,1008.0,AL032003,5.0,0.0,-20.0,-25.0,10.0,12.1,63,71,50.0,22.60000034,-93,0,71,12.0,19.0,27.7,63.0,8.7,6.8,2.2,59.6,29.2,20030630,06,2003,30,0,2003-01-30 00:06:00,BILL-2003,Bill,"Jun 30,2003",201,95000000.0,50000000.0,LA,TS,60,Jun,30,2003,06,30,30,221295.9,4521042,26,-91,27.0,-97.0,0.008777967,256.9636,False,1.5468904086666668
84,BILL,030630,6,45,27.1,-91.5,1007.0,AL032003,5.0,-15.0,-25.0,-25.0,5.0,11.0,49,74,64.0,26.10000039,-95,0,0,-27.0,22.0,28.8,44.0,13.3,5.9,2.2,62.5,29.0,20030630,06,2003,30,0,2003-01-30 06:06:00,BILL-2003,Bill,"Jun 30,2003",201,95000000.0,50000000.0,LA,TS,60,Jun,30,2003,06,30,30,221295.9,4521042,27,-92,28.0,-90.0,0.000969134,77.14766,False,1.5468904086666668
85,BILL,030630,12,50,28.2,-91.5,1002.0,AL032003,-5.0,-25.0,-30.0,-30.0,5.0,8.5,60,75,75.0,19.50000029,-98,0,0,-58.0,15.6,24.7,33.0,12.2,3.9,2.3,60.7,29.0,20030630,06,2003,30,0,2003-01-30 12:06:00,BILL-2003,Bill,"Jun 30,2003",201,95000000.0,50000000.0,LA,TS,60,Jun,30,2003,06,30,30,221295.9,4521042,28,-92,29.0,-92.0,4.630924125,118124.5,False,1.5468904086666668
86,CLAU,030715,0,60,27.7,-93.6,988.0,AL042003,15.0,-10.0,-25.0,-30.0,5.0,21.1,-1,61,47.0,22.80000034,-69,0,58,34.0,19.5,23.6,1.0,14.9,8.1,4.1,58.5,29.2,20030715,07,2003,15,0,2003-01-15 00:07:00,CLAU-2003,Claudette,"Jul 15,2003",165,330000000.0,180000000.0,TX,1,90,Jul,15,2003,07,15,15,1048182.1,22030931,28,-94,29.0,-94.0,3.459323794,109715.7,False,3.459323794
87,ALEX,040803,0,60,32.4,-78.2,987.0,AL012004,25.0,20.0,25.0,45.0,10.0,21.7,58,80,73.0,15.20000023,-61,0,0,-59.0,17.0,22.4,52.0,18.7,7.6,2.2,64.2,28.5,20040803,08,2004,03,0,2004-01-03 00:08:00,ALEX-2004,Alex,"Aug 03,2004",238,7000000.0,4000000.0,NC,1,80,Aug,03,2004,08,3,3,387840.1,8553152,32,-78,33.0,-78.0,0.151108671,4222.107,False,0.9971736515
88,ALEX,040803,6,70,33.0,-77.4,983.0,AL012004,15.0,10.0,25.0,35.0,20.0,15.4,35,78,66.0,14.80000022,-60,0,0,-53.0,17.7,22.7,41.0,19.0,4.7,2.3,64.9,28.5,20040803,08,2004,03,0,2004-01-03 06:08:00,ALEX-2004,Alex,"Aug 03,2004",238,7000000.0,4000000.0,NC,1,80,Aug,03,2004,08,3,3,387840.1,8553152,33,-77,33.0,-78.0,0.151108671,4222.107,False,0.9971736515
89,ALEX,040803,12,85,34.2,-76.4,974.0,AL012004,-5.0,0.0,20.0,15.0,25.0,14.9,33,79,80.0,11.20000017,-46,0,0,-70.0,17.1,22.5,37.0,20.7,4.0,2.4,66.2,28.3,20040803,08,2004,03,0,2004-01-03 12:08:00,ALEX-2004,Alex,"Aug 03,2004",238,7000000.0,4000000.0,NC,1,80,Aug,03,2004,08,3,3,387840.1,8553152,34,-76,34.0,-77.0,3.001752676,83927.7,False,0.9971736515
90,ALEX,040803,18,85,35.3,-75.2,972.0,AL012004,-5.0,10.0,20.0,5.0,15.0,14.3,32,75,94.0,5.800000086,-26,0,0,-62.0,19.2,29.0,48.0,25.9,4.4,3.3,65.0,27.6,20040803,08,2004,03,0,2004-01-03 18:08:00,ALEX-2004,Alex,"Aug 03,2004",238,7000000.0,4000000.0,NC,1,80,Aug,03,2004,08,3,3,387840.1,8553152,35,-75,35.0,-76.0,0.684724588,17846.74,False,0.9971736515
91,FRAN,040905,0,95,27.0,-79.4,958.0,AL062004,-15.0,-40.0,-40.0,-60.0,5.0,15.1,22,67,91.0,10.80000016,-47,0,0,-81.0,16.9,24.1,27.0,9.0,7.0,2.4,67.7,29.7,20040905,09,2004,05,0,2004-01-05 00:09:00,FRAN-2004,Frances,"Sep 05,2004",32,19990000000.0,9800000000.0,FL,2,105,Sep,05,2004,09,5,5,757581.2,17415318,27,-79,27.0,-81.0,19.58558683,551368.9,False,19.58558683
92,FRAN,040905,6,90,27.2,-80.2,960.0,AL062004,-30.0,-35.0,-40.0,-60.0,0.0,17.5,15,69,91.0,9.600000142999999,-59,0,0,-72.0,23.9,30.6,29.0,11.9,4.8,2.5,68.4,29.8,20040905,09,2004,05,0,2004-01-05 06:09:00,FRAN-2004,Frances,"Sep 05,2004",32,19990000000.0,9800000000.0,FL,2,105,Sep,05,2004,09,5,5,757581.2,17415318,27,-80,27.0,-81.0,19.58558683,551368.9,False,19.58558683
93,GAST,040829,0,55,31.5,-79.1,994.0,AL072004,10.0,-25.0,-30.0,-20.0,10.0,10.9,6,64,58.0,20.1000003,-71,0,24,-2.0,6.2,9.4,34.0,3.6,7.0,2.8,57.4,28.5,20040829,08,2004,29,0,2004-01-29 00:08:00,GAST-2004,Gaston,"Aug 29,2004",175,240000000.0,130000000.0,SC,1,75,Aug,29,2004,08,29,29,162209.0,4210921,32,-79,32.0,-80.0,6.788778947000001,195443.3,False,6.822907916333334
94,GAST,040829,6,60,32.1,-79.4,991.0,AL072004,-15.0,-30.0,-30.0,-25.0,10.0,3.9,6,68,71.0,12.30000018,-71,0,0,-33.0,0.6,7.0,18.0,-0.1,4.6,2.4,56.9,28.2,20040829,08,2004,29,0,2004-01-29 06:08:00,GAST-2004,Gaston,"Aug 29,2004",175,240000000.0,130000000.0,SC,1,75,Aug,29,2004,08,29,29,162209.0,4210921,32,-79,32.0,-80.0,6.788778947000001,195443.3,False,6.822907916333334
95,GAST,040829,12,65,32.8,-79.5,986.0,AL072004,-35.0,-40.0,-30.0,-30.0,10.0,9.8,19,67,76.0,10.60000016,-68,0,0,-30.0,6.1,8.6,0.0,4.1,3.3,2.8,55.9,27.9,20040829,08,2004,29,0,2004-01-29 12:08:00,GAST-2004,Gaston,"Aug 29,2004",175,240000000.0,130000000.0,SC,1,75,Aug,29,2004,08,29,29,162209.0,4210921,33,-80,33.0,-80.0,6.891165855,235029.7,False,6.822907916333334
96,IVAN,040916,0,110,28.9,-88.2,931.0,AL092004,-40.0,-80.0,-90.0,-90.0,-5.0,10.4,72,70,100.0,6.500000097000001,-27,0,0,-107.0,17.8,29.5,71.0,10.2,4.7,2.4,73.0,29.2,20040916,09,2004,16,0,2004-01-16 00:09:00,IVAN-2004,Ivan,"Sep 16,2004",15,36910000000.0,20500000000.0,AL,3,120,Sep,16,2004,09,16,16,175916.8,4530729,29,-88,30.0,-88.0,15.5631956,543501.8,False,15.5631956
97,IVAN,040916,6,105,30.0,-87.9,943.0,AL092004,-55.0,-80.0,-85.0,-90.0,-10.0,13.2,81,67,90.0,12.40000018,-32,0,153,-101.0,19.6,31.3,81.0,12.9,2.3,3.6,69.1,28.9,20040916,09,2004,16,0,2004-01-16 06:09:00,IVAN-2004,Ivan,"Sep 16,2004",15,36910000000.0,20500000000.0,AL,3,120,Sep,16,2004,09,16,16,175916.8,4530729,30,-88,30.0,-88.0,15.5631956,543501.8,False,15.5631956
98,CIND,050705,6,35,25.1,-90.2,1009.0,AL032005,25.0,15.0,-5.0,-15.0,5.0,13.9,14,66,34.0,25.50000038,-96,0,0,62.0,17.6,18.6,-3.0,8.5,6.4,2.3,64.9,29.1,20050705,07,2005,05,0,2005-01-05 06:07:00,CIND-2005,Cindy,"Jul 05,2005",153,420000000.0,320000000.0,LA,1,75,Jul,05,2005,07,5,5,245727.5,4576628,25,-90,26.0,-83.0,5.967302077,160940.4,False,5.967302077
99,DENN,050710,0,110,26.1,-85.0,942.0,AL042005,10.0,-65.0,-85.0,-90.0,30.0,11.4,85,75,90.0,10.50000016,-15,0,0,-93.0,14.3,22.3,77.0,2.1,7.2,1.8,69.7,28.9,20050710,07,2005,10,0,2005-01-10 00:07:00,DENN-2005,Dennis,"Jul 10,2005",72,3930000000.0,2500000000.0,FL,3,120,Jul,10,2005,07,10,10,806805.0,17842038,26,-85,26.0,-83.0,5.967302077,160940.4,False,22.655244529
100,DENN,050710,6,125,27.2,-85.8,935.0,AL042005,-15.0,-95.0,-105.0,-110.0,35.0,8.7,61,73,92.0,10.30000015,-7,0,0,-93.0,17.7,27.5,48.0,3.8,5.0,2.4,68.7,28.9,20050710,07,2005,10,0,2005-01-10 06:07:00,DENN-2005,Dennis,"Jul 10,2005",72,3930000000.0,2500000000.0,FL,3,120,Jul,10,2005,07,10,10,806805.0,17842038,27,-86,27.0,-83.0,75.59630237,2015766.0,False,22.655244529
101,DENN,050710,12,120,28.5,-86.3,930.0,AL042005,-75.0,-95.0,-100.0,-105.0,10.0,10.3,73,75,82.0,13.400000199999997,-16,0,0,-99.0,12.2,22.3,69.0,2.9,3.9,2.2,69.7,28.7,20050710,07,2005,10,0,2005-01-10 12:07:00,DENN-2005,Dennis,"Jul 10,2005",72,3930000000.0,2500000000.0,FL,3,120,Jul,10,2005,07,10,10,806805.0,17842038,28,-86,29.0,-86.0,0.358571021,15012.71,False,22.655244529
102,DENN,050710,18,110,29.9,-86.9,942.0,AL042005,-80.0,-90.0,-95.0,-95.0,-15.0,19.8,114,74,92.0,8.100000121,-14,0,0,-108.0,19.8,24.3,123.0,2.4,4.4,3.0,66.5,28.5,20050710,07,2005,10,0,2005-01-10 18:07:00,DENN-2005,Dennis,"Jul 10,2005",72,3930000000.0,2500000000.0,FL,3,120,Jul,10,2005,07,10,10,806805.0,17842038,30,-87,30.0,-87.0,8.698802648,276039.6,False,22.655244529
103,OPHE,050915,0,75,34.2,-76.9,979.0,AL162005,-10.0,-15.0,-25.0,-20.0,0.0,7.6,13,63,71.0,14.90000022,-38,0,681,-7.0,11.4,21.0,19.0,13.2,3.5,3.6,60.2,27.6,20050915,09,2005,15,0,2005-01-15 00:09:00,OPHE-2005,Ophelia,"Sep 15,2005",190,130000000.0,70000000.0,NC,1,75,Sep,15,2005,09,15,15,406293.9,8705407,34,-77,34.0,-77.0,3.001752676,83927.7,False,1.26398161
104,OPHE,050915,6,70,34.5,-76.3,982.0,AL162005,-5.0,-15.0,-15.0,-20.0,-5.0,9.8,-18,66,74.0,15.90000024,-41,0,618,16.0,12.0,21.9,-37.0,13.0,2.5,3.3,59.7,27.4,20050915,09,2005,15,0,2005-01-15 06:09:00,OPHE-2005,Ophelia,"Sep 15,2005",190,130000000.0,70000000.0,NC,1,75,Sep,15,2005,09,15,15,406293.9,8705407,34,-76,35.0,-76.0,0.684724588,17846.74,False,1.26398161
105,OPHE,050915,12,65,34.7,-75.8,984.0,AL162005,-5.0,-15.0,-10.0,-15.0,-10.0,7.9,-37,65,85.0,12.40000018,-42,0,369,-25.0,14.5,23.2,-48.0,13.4,1.8,3.4,56.7,27.3,20050915,09,2005,15,0,2005-01-15 12:09:00,OPHE-2005,Ophelia,"Sep 15,2005",190,130000000.0,70000000.0,NC,1,75,Sep,15,2005,09,15,15,406293.9,8705407,35,-76,35.0,-76.0,0.684724588,17846.74,False,1.26398161
106,OPHE,050915,18,65,34.7,-75.6,986.0,AL162005,-10.0,-10.0,-15.0,-15.0,-5.0,5.9,7,66,85.0,11.50000017,-39,0,0,-40.0,11.2,21.1,3.0,9.2,3.8,3.3,56.9,27.3,20050915,09,2005,15,0,2005-01-15 18:09:00,OPHE-2005,Ophelia,"Sep 15,2005",190,130000000.0,70000000.0,NC,1,75,Sep,15,2005,09,15,15,406293.9,8705407,35,-76,35.0,-76.0,0.684724588,17846.74,False,1.26398161
107,RITA,050924,0,105,28.6,-93.0,931.0,AL182005,-40.0,-70.0,-80.0,-85.0,-10.0,21.7,81,65,99.0,7.9000001179999995,-37,0,30,-144.0,25.3,28.5,73.0,2.9,4.7,5.2,66.6,29.6,20050924,09,2005,24,0,2005-01-24 00:09:00,RITA-2005,Rita,"Sep 24,2005",24,23110000000.0,18500000000.0,LA,3,115,Sep,24,2005,09,24,24,245727.5,4576628,29,-93,29.0,-93.0,1.011228892,37637.12,False,1.011228892
108,ERNE,060829,12,40,23.2,-79.3,1006.0,AL052006,0.0,-5.0,-5.0,15.0,5.0,5.9,-4,71,49.0,18.60000028,-108,0,0,16.0,6.6,11.0,-1.0,-5.8,6.3,2.0,61.6,29.8,20060829,08,2006,29,0,2006-01-29 12:08:00,ERNE-2006,Ernesto,"Aug 29,2006",134,740000000.0,500000000.0,FL,TS,45,Aug,29,2006,08,29,29,834434.5,18166990,23,-79,24.0,-81.0,0.47725043799999994,9744.621,False,0.47725043799999994
109,ERNE,060829,18,40,23.9,-79.9,1005.0,AL052006,0.0,-5.0,5.0,20.0,0.0,8.5,4,75,84.0,10.10000015,-107,0,0,-74.0,5.1,10.4,-9.0,-8.7,7.4,2.3,62.5,30.0,20060829,08,2006,29,0,2006-01-29 18:08:00,ERNE-2006,Ernesto,"Aug 29,2006",134,740000000.0,500000000.0,FL,TS,45,Aug,29,2006,08,29,29,834434.5,18166990,24,-80,24.0,-81.0,0.47725043799999994,9744.621,False,0.47725043799999994
110,DOLL,080723,0,65,24.9,-95.7,982.0,AL042008,20.0,0.0,-20.0,-40.0,10.0,0.0,47,69,92.0,7.200000107,-57,0,0,-111.0,7.2,17.3,55.0,-1.5,6.4,4.6,63.3,28.6,20080723,07,2008,23,0,2008-01-23 00:07:00,DOLL-2008,Dolly,"Jul 23,2008",102,1940000000.0,1300000000.0,TX,1,85,Jul,23,2008,07,23,23,1274662.1,24309039,25,-96,25.0,-98.0,3.5889320889999996,171922.0,False,1.798855028
111,DOLL,080723,6,70,25.4,-96.2,982.0,AL042008,5.0,-15.0,-35.0,-45.0,10.0,5.4,28,68,94.0,5.600000082999999,-55,0,0,-94.0,11.5,22.4,50.0,4.3,3.5,4.3,64.4,28.2,20080723,07,2008,23,0,2008-01-23 06:07:00,DOLL-2008,Dolly,"Jul 23,2008",102,1940000000.0,1300000000.0,TX,1,85,Jul,23,2008,07,23,23,1274662.1,24309039,25,-96,25.0,-98.0,3.5889320889999996,171922.0,False,1.798855028
112,DOLL,080723,12,85,25.9,-96.7,967.0,AL042008,-20.0,-40.0,-60.0,-60.0,20.0,3.7,11,73,99.0,7.600000112999999,-38,0,0,-87.0,11.4,18.7,32.0,4.1,3.5,3.3,66.0,27.9,20080723,07,2008,23,0,2008-01-23 12:07:00,DOLL-2008,Dolly,"Jul 23,2008",102,1940000000.0,1300000000.0,TX,1,85,Jul,23,2008,07,23,23,1274662.1,24309039,26,-97,27.0,-97.0,0.008777967,256.9636,False,1.798855028
113,DOLL,080723,18,75,26.4,-97.2,967.0,AL042008,-20.0,-40.0,-50.0,-50.0,5.0,6.5,47,70,96.0,7.9000001179999995,-26,0,0,-74.0,5.0,13.0,52.0,-1.0,6.1,5.6,66.2,27.6,20080723,07,2008,23,0,2008-01-23 18:07:00,DOLL-2008,Dolly,"Jul 23,2008",102,1940000000.0,1300000000.0,TX,1,85,Jul,23,2008,07,23,23,1274662.1,24309039,26,-97,27.0,-97.0,0.008777967,256.9636,False,1.798855028
114,FAY,080819,0,50,25.0,-81.9,997.0,AL062008,5.0,5.0,-5.0,0.0,0.0,12.6,48,73,66.0,13.100000199999998,-104,0,0,-55.0,13.3,20.9,20.0,8.5,6.2,2.2,60.1,30.1,20080819,08,2008,19,0,2008-01-19 00:08:00,FAY-2008,Fay,"Aug 19,2008",132,830000000.0,560000000.0,FL,TS,65,Aug,19,2008,08,19,19,803607.1,18527305,25,-82,25.0,-82.0,1.0638364040000001,20590.52,False,15.129403917
115,FAY,080819,6,55,25.5,-81.8,994.0,AL062008,5.0,-5.0,-10.0,-5.0,5.0,15.4,17,72,58.0,15.60000023,-100,0,58,-22.0,21.0,25.4,13.0,16.2,5.8,2.1,60.4,30.1,20080819,08,2008,19,0,2008-01-19 06:08:00,FAY-2008,Fay,"Aug 19,2008",132,830000000.0,560000000.0,FL,TS,65,Aug,19,2008,08,19,19,803607.1,18527305,26,-82,26.0,-82.0,29.19497143,727152.8,False,15.129403917
116,GUST,080901,0,95,26.9,-87.7,953.0,AL072008,0.0,-35.0,-65.0,-75.0,-5.0,12.6,54,71,90.0,7.9000001179999995,-38,0,0,-144.0,21.0,28.5,55.0,-3.4,7.0,2.0,71.4,29.4,20080901,09,2008,01,0,2008-01-01 00:09:00,GUST-2008,Gustav,"Sep 01,2008",54,7900000000.0,6000000000.0,LA,2,105,Sep,01,2008,09,1,1,235468.2,4435586,27,-88,28.0,-90.0,0.000969134,77.14766,False,0.3644570253333333
117,GUST,080901,6,95,27.9,-89.0,954.0,AL072008,-10.0,-55.0,-75.0,-75.0,0.0,12.3,28,67,91.0,7.700000115,-45,0,15,-107.0,16.2,25.3,19.0,-1.8,3.7,2.3,71.0,29.3,20080901,09,2008,01,0,2008-01-01 06:09:00,GUST-2008,Gustav,"Sep 01,2008",54,7900000000.0,6000000000.0,LA,2,105,Sep,01,2008,09,1,1,235468.2,4435586,28,-89,28.0,-90.0,0.000969134,77.14766,False,0.3644570253333333
118,GUST,080901,12,95,28.8,-90.3,955.0,AL072008,-35.0,-65.0,-75.0,-75.0,0.0,11.2,25,69,99.0,10.30000015,-51,0,0,-131.0,15.5,22.7,13.0,0.7,2.5,2.6,71.4,29.3,20080901,09,2008,01,0,2008-01-01 12:09:00,GUST-2008,Gustav,"Sep 01,2008",54,7900000000.0,6000000000.0,LA,2,105,Sep,01,2008,09,1,1,235468.2,4435586,29,-90,29.0,-90.0,1.091432808,107404.3,False,0.3644570253333333
119,ALEX,100630,0,65,23.0,-94.4,973.0,AL012010,10.0,25.0,-5.0,-35.0,5.0,3.8,82,81,94.0,9.500000142000001,-57,0,0,-133.0,8.4,13.7,84.0,-3.1,8.8,1.8,74.5,29.5,20100630,06,2010,30,0,2010-01-30 00:06:00,ALEX-2010,Alex,"Jun 30,2010",232,15000000.0,10000000.0,TX,TS,70,Jun,30,2010,06,30,30,1301808.3,25241971,23,-94,24.0,-81.0,0.47725043799999994,9744.621,False,0.47725043799999994
